Motif,RBP
MTF27629,CNBP
MTF27630,CNBP
MTF27631,CNBP
MTF27632,CNBP
MTF27633,CNBP
MTF27635,CNBP
MTF27637,CNBP
MTF27638,CNBP
MTF27639,CNBP
MTF27640,ZNF800
MTF27641,ZNF800
MTF27642,ZNF800
MTF27643,ZNF800
MTF27644,ZNF800
MTF27646,ZNF800
MTF27647,ZNF800
MTF27648,ZNF800
MTF27649,ZNF800
MTF27650,ZNF800
MTF27651,ZNF800
MTF27652,ZNF800
MTF27653,ZNF800
MTF27654,ZNF800
MTF27655,ZNF800
MTF27656,ZNF800
MTF27658,ZNF800
MTF27661,ZNF800
MTF27662,ZNF800
MTF27663,ZNF800
MTF27664,ZNF800
MTF27665,ZNF800
MTF27667,ZNF800
MTF27668,ZNF800
MTF27669,G3BP1
MTF27670,G3BP1
MTF27672,G3BP1
MTF27675,G3BP1
MTF27677,G3BP1
MTF27679,G3BP1
MTF27680,G3BP1
MTF27681,G3BP1
MTF27684,G3BP1
MTF27685,G3BP1
MTF27686,G3BP1
MTF27689,G3BP1
MTF27691,G3BP1
MTF27692,G3BP1
MTF27693,G3BP1
MTF27694,G3BP1
MTF27699,CNOT4
MTF27703,CNOT4
MTF27704,CNOT4
MTF27705,CNOT4
MTF27707,CNOT4
MTF27708,CNOT4
MTF27709,CNOT4
MTF27710,CNOT4
MTF27711,CNOT4
MTF27712,CNOT4
MTF27713,CNOT4
MTF27714,CNOT4
MTF27715,CNOT4
MTF27716,CNOT4
MTF27717,CNOT4
MTF27718,CNOT4
MTF27719,CNOT4
MTF27720,CNOT4
MTF27721,CNOT4
MTF27722,CNOT4
MTF27725,TRNAU1AP
MTF27726,TRNAU1AP
MTF27727,TRNAU1AP
MTF27728,TRNAU1AP
MTF27729,TRNAU1AP
MTF27731,TRNAU1AP
MTF27736,TRNAU1AP
MTF27737,TRNAU1AP
MTF27738,TRNAU1AP
MTF27739,TRNAU1AP
MTF27740,TRNAU1AP
MTF27741,TRNAU1AP
MTF27742,TRNAU1AP
MTF27744,TRNAU1AP
MTF27745,TRNAU1AP
MTF27746,TRNAU1AP
MTF27747,TRNAU1AP
MTF27748,TRNAU1AP
MTF27749,TRNAU1AP
MTF27750,U2AF1
MTF27751,U2AF1
MTF27759,U2AF1
MTF27766,U2AF1
MTF27773,U2AF1
MTF27775,U2AF1
MTF27776,U2AF1
MTF27778,U2AF1
MTF27779,U2AF1
MTF27781,U2AF1
MTF27782,FUS
MTF27790,FUS
MTF27791,FUS
MTF27796,FUS
MTF27797,FUS
MTF27800,FUS
MTF27802,FUS
MTF27804,FUS
MTF27805,FUS
MTF27806,FUS
MTF27807,FUS
MTF27808,FUS
MTF27809,FUS
MTF27810,FUS
MTF27812,FUS
MTF27813,FUS
MTF27821,ZC3HAV1
MTF27824,ZC3HAV1
MTF27825,ZC3HAV1
MTF27826,ZC3HAV1
MTF27829,ZC3HAV1
MTF27830,ZC3HAV1
MTF27831,ZC3HAV1
MTF27832,ZC3HAV1
MTF27833,ZC3HAV1
MTF27836,ZC3HAV1
MTF27837,ZC3HAV1
MTF27839,ZC3HAV1
MTF27840,GATA4
MTF27842,GATA4
MTF27843,GATA4
MTF27844,GATA4
MTF27845,GATA4
MTF27846,GATA4
MTF27848,GATA4
MTF27850,GATA4
MTF27851,GATA4
MTF27853,GATA4
MTF27854,GATA4
MTF27855,GATA4
MTF27856,GATA4
MTF27858,GATA4
MTF27859,GATA4
MTF27863,RPL35A
MTF27864,RPL35A
MTF27865,RPL35A
MTF27866,RPL35A
MTF27867,RPL35A
MTF27869,RPL35A
MTF27870,RPL35A
MTF27871,RPL35A
MTF27874,RPL35A
MTF27875,RPL35A
MTF27876,RPL35A
MTF27878,RPL35A
MTF27879,RPL35A
MTF27880,RPL35A
MTF27883,TOP1
MTF27884,TOP1
MTF27888,TOP1
MTF27889,TOP1
MTF27890,TOP1
MTF27891,TOP1
MTF27895,TOP1
MTF27896,TOP1
MTF27897,TOP1
MTF27898,TOP1
MTF27899,TOP1
MTF27900,TOP1
MTF27901,TOP1
MTF27902,TOP1
MTF27903,TOP1
MTF27906,TOP1
MTF27908,TOP1
MTF27909,TOP1
MTF27910,TOP1
MTF27911,TOP1
MTF27912,TOP1
MTF27913,TOP1
MTF27917,PHF7
MTF27918,PHF7
MTF27919,PHF7
MTF27921,PHF7
MTF27923,PHF7
MTF27924,PHF7
MTF27927,PHF7
MTF27929,PHF7
MTF27932,PHF7
MTF27933,PHF7
MTF27935,PHF7
MTF27936,PHF7
MTF27937,PHF7
MTF27938,PHF7
MTF27939,PHF7
MTF27940,PHF7
MTF27941,PHF7
MTF27942,PHF7
MTF27943,PHF7
MTF27944,PHF7
MTF27946,ZNF574
MTF27947,ZNF574
MTF27948,ZNF574
MTF27949,ZNF574
MTF27950,ZNF574
MTF27952,ZNF574
MTF27953,ZNF574
MTF27954,ZNF574
MTF27955,ZNF574
MTF27956,ZNF574
MTF27958,ZNF574
MTF27959,ZNF574
MTF27960,ZNF574
MTF27961,ZNF574
MTF27962,ZNF574
MTF27963,ZNF574
MTF27964,ZNF574
MTF27965,ZNF574
MTF27966,ZNF574
MTF27967,ZNF574
MTF27969,ZNF574
MTF27971,ZNF574
MTF27972,ZNF574
MTF27978,YTHDF1
MTF27984,YTHDF1
MTF27985,YTHDF1
MTF27986,YTHDF1
MTF27988,YTHDF1
MTF27997,YTHDF1
MTF27998,YTHDF1
MTF27999,YTHDF1
MTF28002,YTHDF1
MTF28004,YTHDF1
MTF28006,ACTN3
MTF28007,ACTN3
MTF28008,ACTN3
MTF28009,ACTN3
MTF28011,ACTN3
MTF28012,ACTN3
MTF28014,ACTN3
MTF28015,ACTN3
MTF28018,ACTN3
MTF28019,ACTN3
MTF28020,ACTN3
MTF28023,ACTN3
MTF28026,ACTN3
MTF28027,ACTN3
MTF28028,ACTN3
MTF28030,ACTN3
MTF28032,ACTN3
MTF28033,ACTN3
MTF28034,ACTN3
MTF28035,ACTN3
MTF28036,ACTN3
MTF28037,ACTN3
MTF28040,ACTN3
MTF28041,EIF3J
MTF28042,EIF3J
MTF28046,EIF3J
MTF28047,EIF3J
MTF28049,EIF3J
MTF28050,EIF3J
MTF28051,EIF3J
MTF28052,EIF3J
MTF28053,EIF3J
MTF28054,EIF3J
MTF28055,EIF3J
MTF28056,EIF3J
MTF28057,EIF3J
MTF28058,EIF3J
MTF28059,EIF3J
MTF28060,EIF3J
MTF28061,EIF3J
MTF28062,EIF3J
MTF28063,EIF3J
MTF28064,EIF3J
MTF28065,EIF3J
MTF28066,EIF3J
MTF28067,EIF3J
MTF28068,EIF3J
MTF28069,EIF3J
MTF28070,EIF3J
MTF28072,PUM2
MTF28073,PUM2
MTF28074,PUM2
MTF28075,PUM2
MTF28076,PUM2
MTF28077,PUM2
MTF28078,PUM2
MTF28079,PUM2
MTF28080,PUM2
MTF28081,PUM2
MTF28082,PUM2
MTF28083,PUM2
MTF28084,PUM2
MTF28085,PUM2
MTF28086,PUM2
MTF28088,PUM2
MTF28089,PUM2
MTF28090,PUM2
MTF28091,PUM2
MTF28092,PUM2
MTF28093,PUM2
MTF28094,PUM2
MTF28095,PUM2
MTF28096,PUM2
MTF28097,PUM2
MTF28098,PUM2
MTF28099,PUM2
MTF28100,PUM2
MTF28101,PUM2
MTF28102,PUM2
MTF28104,PUM2
MTF28105,PUM2
MTF28107,PUM2
MTF28108,PUM2
MTF28109,PUM2
MTF28110,ZC3H3
MTF28111,ZC3H3
MTF28112,ZC3H3
MTF28113,ZC3H3
MTF28114,ZC3H3
MTF28115,ZC3H3
MTF28116,ZC3H3
MTF28117,ZC3H3
MTF28118,ZC3H3
MTF28119,ZC3H3
MTF28120,ZC3H3
MTF28121,ZC3H3
MTF28122,ZC3H3
MTF28124,ZC3H3
MTF28125,ZC3H3
MTF28126,ZC3H3
MTF28127,ZC3H3
MTF28128,ZC3H3
MTF28129,ZC3H3
MTF28130,ZC3H3
MTF28131,ZC3H3
MTF28132,ZC3H3
MTF28133,ZC3H3
MTF28134,ZC3H3
MTF28135,ZC3H3
MTF28136,ZC3H3
MTF28137,ZC3H3
MTF28138,NR5A1
MTF28140,NR5A1
MTF28142,NR5A1
MTF28143,NR5A1
MTF28144,NR5A1
MTF28145,NR5A1
MTF28146,NR5A1
MTF28147,NR5A1
MTF28149,NR5A1
MTF28150,NR5A1
MTF28151,NR5A1
MTF28152,NR5A1
MTF28153,NR5A1
MTF28154,NR5A1
MTF28155,NR5A1
MTF28157,NR5A1
MTF28158,NR5A1
MTF28159,NR5A1
MTF28161,NR5A1
MTF28162,RPS14
MTF28163,RPS14
MTF28164,RPS14
MTF28165,RPS14
MTF28166,RPS14
MTF28167,RPS14
MTF28168,RPS14
MTF28169,RPS14
MTF28172,BRCA1
MTF28173,BRCA1
MTF28174,BRCA1
MTF28175,BRCA1
MTF28176,BRCA1
MTF28179,BRCA1
MTF28180,BRCA1
MTF28181,BRCA1
MTF28182,BRCA1
MTF28183,BRCA1
MTF28184,BRCA1
MTF28186,BRCA1
MTF28188,BRCA1
MTF28189,BRCA1
MTF28190,BRCA1
MTF28191,BRCA1
MTF28192,BRCA1
MTF28193,BRCA1
MTF28194,BRCA1
MTF28195,BRCA1
MTF28196,BRCA1
MTF28197,BRCA1
MTF28199,BRCA1
MTF28200,BRCA1
MTF28201,BRCA1
MTF28202,RPL29
MTF28207,RPL29
MTF28208,RPL29
MTF28212,RPL29
MTF28213,RPL29
MTF28214,RPL29
MTF28215,RPL29
MTF28216,RPL29
MTF28217,RPL29
MTF28219,RPL29
MTF28220,RPL29
MTF28221,RPL29
MTF28222,RPL29
MTF28223,RPL29
MTF28230,MAZ
MTF28231,MAZ
MTF28233,MAZ
MTF28236,MAZ
MTF28237,MAZ
MTF28238,MAZ
MTF28239,MAZ
MTF28241,MAZ
MTF28243,MAZ
MTF28244,MAZ
MTF28245,MAZ
MTF28246,MAZ
MTF28247,MAZ
MTF28248,MAZ
MTF28250,MAZ
MTF28252,TRIM55
MTF28253,TRIM55
MTF28254,TRIM55
MTF28255,TRIM55
MTF28256,TRIM55
MTF28257,TRIM55
MTF28258,TRIM55
MTF28259,TRIM55
MTF28260,TRIM55
MTF28261,TRIM55
MTF28262,TRIM55
MTF28263,TRIM55
MTF28264,TRIM55
MTF28265,TRIM55
MTF28266,TRIM55
MTF28267,TRIM55
MTF28269,TRIM55
MTF28272,TRIM55
MTF28273,TRIM55
MTF28274,TRIM55
MTF28275,TRIM55
MTF28276,TRIM55
MTF28277,TRIM55
MTF28278,TRIM55
MTF28279,TRIM55
MTF28280,PIAS4
MTF28282,PIAS4
MTF28283,PIAS4
MTF28284,PIAS4
MTF28285,PIAS4
MTF28286,PIAS4
MTF28287,PIAS4
MTF28288,PIAS4
MTF28289,PIAS4
MTF28291,PIAS4
MTF28292,PIAS4
MTF28293,PIAS4
MTF28294,PIAS4
MTF28296,PIAS4
MTF28298,PIAS4
MTF28299,PIAS4
MTF28300,PIAS4
MTF28301,PIAS4
MTF28302,PIAS4
MTF28303,PIAS4
MTF28304,PIAS4
MTF28305,PIAS4
MTF28307,PIAS4
MTF28308,PIAS4
MTF28309,PIAS4
MTF28310,PIAS4
MTF28311,PIAS4
MTF28313,ZC3H11A
MTF28314,ZC3H11A
MTF28315,ZC3H11A
MTF28316,ZC3H11A
MTF28318,ZC3H11A
MTF28319,ZC3H11A
MTF28320,ZC3H11A
MTF28321,ZC3H11A
MTF28322,ZC3H11A
MTF28324,ZC3H11A
MTF28325,ZC3H11A
MTF28326,ZC3H11A
MTF28327,ZC3H11A
MTF28328,ZC3H11A
MTF28329,ZC3H11A
MTF28330,ZC3H11A
MTF28331,ZC3H11A
MTF28333,ZC3H11A
MTF28334,ZC3H11A
MTF28335,ZC3H11A
MTF28336,ZC3H11A
MTF28337,ZC3H11A
MTF28338,ZC3H11A
MTF28339,ZC3H11A
MTF28341,ZC3H11A
MTF28342,ZC3H11A
MTF28343,ZC3H11A
MTF28344,ZC3H11A
MTF28345,ZC3H11A
MTF28346,ZC3H11A
MTF28347,ZC3H11A
MTF28348,ZC3H11A
MTF28349,ZC3H11A
MTF28350,ZC3H11A
MTF28351,ZC3H11A
MTF28352,ZC3H11A
MTF28353,ZC3H11A
MTF28354,QKI5
MTF28355,QKI5
MTF28356,QKI5
MTF28357,QKI5
MTF28359,QKI5
MTF28360,QKI5
MTF28361,QKI5
MTF28362,QKI5
MTF28365,CPSF4
MTF28369,CPSF4
MTF28375,CPSF4
MTF28376,CPSF4
MTF28377,CPSF4
MTF28379,CPSF4
MTF28381,CPSF4
MTF28382,CPSF4
MTF28383,CPSF4
MTF28384,CPSF4
MTF28387,CPSF4
MTF28388,CPSF4
MTF28389,ZFR
MTF28390,ZFR
MTF28392,ZFR
MTF28393,ZFR
MTF28394,ZFR
MTF28395,ZFR
MTF28396,ZFR
MTF28397,ZFR
MTF28398,ZFR
MTF28399,ZFR
MTF28400,ZFR
MTF28401,ZFR
MTF28402,ZFR
MTF28403,ZFR
MTF28404,ZFR
MTF28405,ZFR
MTF28406,ZFR
MTF28407,ZFR
MTF28408,ZFR
MTF28409,ZFR
MTF28410,ZFR
MTF28411,ZFR
MTF28412,ZFR
MTF28413,ZFR
MTF28415,SCAF8
MTF28418,SCAF8
MTF28419,SCAF8
MTF28423,SCAF8
MTF28425,SCAF8
MTF28426,SCAF8
MTF28427,SCAF8
MTF28428,SCAF8
MTF28429,SCAF8
MTF28430,SCAF8
MTF28431,SCAF8
MTF28432,SCAF8
MTF28434,SCAF8
MTF28435,SCAF8
MTF28436,SCAF8
MTF28437,SCAF8
MTF28439,SCAF8
MTF28440,SCAF8
MTF28442,SCAF8
MTF28443,PRPF8
MTF28444,PRPF8
MTF28445,PRPF8
MTF28450,PRPF8
MTF28451,PRPF8
MTF28452,PRPF8
MTF28454,PRPF8
MTF28455,PRPF8
MTF28456,PRPF8
MTF28457,PRPF8
MTF28458,PRPF8
MTF28460,PRPF8
MTF28462,PRPF8
MTF28463,PRPF8
MTF28465,PRPF8
MTF28467,PRPF8
MTF28469,PRPF8
MTF28470,PRPF8
MTF28471,PRPF8
MTF28474,PRPF8
MTF28476,PRPF8
MTF28477,PRPF8
MTF28478,PRPF8
MTF28479,PRPF8
MTF28480,PRPF8
MTF28481,PRPF8
MTF28482,PRPF8
MTF28483,PRPF8
MTF28484,PRPF8
MTF28485,PRPF8
MTF28487,G2E3
MTF28488,G2E3
MTF28489,G2E3
MTF28490,G2E3
MTF28491,G2E3
MTF28492,G2E3
MTF28493,G2E3
MTF28494,G2E3
MTF28495,G2E3
MTF28496,G2E3
MTF28497,G2E3
MTF28498,G2E3
MTF28499,G2E3
MTF28500,G2E3
MTF28501,G2E3
MTF28502,G2E3
MTF28503,G2E3
MTF28504,G2E3
MTF28505,G2E3
MTF28506,G2E3
MTF28507,G2E3
MTF28508,G2E3
MTF28509,G2E3
MTF28510,G2E3
MTF28512,YWHAE
MTF28513,YWHAE
MTF28515,YWHAE
MTF28516,YWHAE
MTF28517,YWHAE
MTF28519,YWHAE
MTF28520,YWHAE
MTF28521,YWHAE
MTF28522,YWHAE
MTF28523,YWHAE
MTF28524,YWHAE
MTF28525,YWHAE
MTF28526,YWHAE
MTF28527,YWHAE
MTF28530,YWHAE
MTF28531,YWHAE
MTF28533,YWHAE
MTF28534,YWHAE
MTF28535,YWHAE
MTF28536,YWHAE
MTF28537,YWHAE
MTF28538,YWHAE
MTF28539,YWHAE
MTF28540,YWHAE
MTF28542,YWHAE
MTF28543,YWHAE
MTF28544,YWHAE
MTF28545,YWHAE
MTF28546,APEX2
MTF28547,APEX2
MTF28548,APEX2
MTF28550,APEX2
MTF28551,APEX2
MTF28552,APEX2
MTF28553,APEX2
MTF28554,APEX2
MTF28555,APEX2
MTF28556,APEX2
MTF28557,APEX2
MTF28558,APEX2
MTF28559,APEX2
MTF28560,APEX2
MTF28561,APEX2
MTF28562,APEX2
MTF28563,APEX2
MTF28564,APEX2
MTF28565,APEX2
MTF28566,APEX2
MTF28568,APEX2
MTF28569,APEX2
MTF28571,LIN28B
MTF28575,LIN28B
MTF28578,LIN28B
MTF28580,LIN28B
MTF28582,LIN28B
MTF28588,LIN28B
MTF28589,LIN28B
MTF28590,LIN28B
MTF28591,LIN28B
MTF28592,LIN28B
MTF28594,LIN28B
MTF28595,LIN28B
MTF28605,LIN28B
MTF28606,LIN28B
MTF28608,LIN28B
MTF28610,LIN28B
MTF28611,LIN28B
MTF28612,LIN28B
MTF28613,LIN28B
MTF28620,ZNF277
MTF28625,ZNF277
MTF28626,ZNF277
MTF28628,ZNF277
MTF28630,ZNF277
MTF28631,ZNF277
MTF28632,ZNF277
MTF28634,ZNF277
MTF28635,ZNF277
MTF28636,ZNF277
MTF28637,ZNF277
MTF28638,ZNF277
MTF28639,ZNF277
MTF28640,ZNF277
MTF28641,ZNF277
MTF28642,ZNF277
MTF28643,ZNF277
MTF28644,METTL3
MTF28646,METTL3
MTF28648,METTL3
MTF28649,METTL3
MTF28650,METTL3
MTF28651,METTL3
MTF28652,METTL3
MTF28653,METTL3
MTF28654,METTL3
MTF28659,METTL3
MTF28660,METTL3
MTF28661,METTL3
MTF28664,METTL3
MTF28665,METTL3
MTF28667,METTL3
MTF28669,METTL3
MTF28670,METTL3
MTF28671,METTL3
MTF28672,METTL3
MTF28678,METTL3
MTF28679,RPS3A
MTF28680,RPS3A
MTF28681,RPS3A
MTF28682,RPS3A
MTF28683,RPS3A
MTF28684,RPS3A
MTF28685,RPS3A
MTF28686,RPS3A
MTF28687,RPS3A
MTF28688,RPS3A
MTF28689,RPS3A
MTF28690,RPS3A
MTF28691,RPS3A
MTF28692,RPS3A
MTF28694,RPS3A
MTF28695,RPS3A
MTF28696,RPS3A
MTF28697,RPS3A
MTF28698,RPS3A
MTF28699,ZFP36L1
MTF28707,ZFP36L1
MTF28714,ZFP36L1
MTF28716,ZFP36L1
MTF28717,ZFP36L1
MTF28718,ZFP36L1
MTF28719,ZFP36L1
MTF28720,ZFP36L1
MTF28721,ZFP36L1
MTF28722,ZFP36L1
MTF28723,ZFP36L1
MTF28724,ZFP36L1
MTF28725,ZFP36L1
MTF28731,RBM5
MTF28734,RBM5
MTF28736,RBM5
MTF28737,RBM5
MTF28738,RBM5
MTF28739,RBM5
MTF28740,RBM5
MTF28741,RBM5
MTF28742,RBM5
MTF28743,RBM5
MTF28744,RBM5
MTF28745,RBM5
MTF28746,RBM5
MTF28748,RBM5
MTF28750,RBM5
MTF28751,RBM5
MTF28752,RBM5
MTF28753,RBM5
MTF28754,RBM5
MTF28755,MCCC1
MTF28756,MCCC1
MTF28757,MCCC1
MTF28758,MCCC1
MTF28759,MCCC1
MTF28760,MCCC1
MTF28761,MCCC1
MTF28762,MCCC1
MTF28763,MCCC1
MTF28764,MCCC1
MTF28765,MCCC1
MTF28766,MCCC1
MTF28768,MCCC1
MTF28769,MCCC1
MTF28770,MCCC1
MTF28771,MCCC1
MTF28772,MCCC1
MTF28773,MCCC1
MTF28774,MCCC1
MTF28775,MCCC1
MTF28777,MCCC1
MTF28779,MCCC1
MTF28780,MCCC1
MTF28781,MCCC1
MTF28782,MCCC1
MTF28783,MCCC1
MTF28784,MCCC1
MTF28785,MCCC1
MTF28786,MCCC1
MTF28787,MCCC1
MTF28788,CISD1
MTF28789,CISD1
MTF28790,CISD1
MTF28791,CISD1
MTF28793,CISD1
MTF28794,CISD1
MTF28795,CISD1
MTF28796,CISD1
MTF28797,CISD1
MTF28798,CISD1
MTF28799,CISD1
MTF28800,CISD1
MTF28802,CISD1
MTF28803,CISD1
MTF28804,CISD1
MTF28805,CISD1
MTF28806,CISD1
MTF28807,CISD1
MTF28808,CISD1
MTF28809,CISD1
MTF28810,CISD1
MTF28811,CISD1
MTF28812,CISD1
MTF28813,CISD1
MTF28820,CAPRIN1
MTF28823,CAPRIN1
MTF28824,CAPRIN1
MTF28826,CAPRIN1
MTF28827,CAPRIN1
MTF28828,CAPRIN1
MTF28829,CAPRIN1
MTF28830,CAPRIN1
MTF28833,CAPRIN1
MTF28834,CAPRIN1
MTF28835,CAPRIN1
MTF28836,CAPRIN1
MTF28838,CAPRIN1
MTF28839,CAPRIN1
MTF28840,CAPRIN1
MTF28842,CAPRIN1
MTF28843,CAPRIN1
MTF28845,CTCF
MTF28846,CTCF
MTF28847,CTCF
MTF28848,CTCF
MTF28849,CTCF
MTF28850,CTCF
MTF28851,CTCF
MTF28852,CTCF
MTF28853,CTCF
MTF28855,CTCF
MTF28856,CTCF
MTF28857,CTCF
MTF28858,CTCF
MTF28859,CTCF
MTF28860,CTCF
MTF28861,CTCF
MTF28863,CTCF
MTF28866,CISD2
MTF28867,CISD2
MTF28869,CISD2
MTF28870,CISD2
MTF28871,CISD2
MTF28872,CISD2
MTF28873,CISD2
MTF28874,CISD2
MTF28875,CISD2
MTF28876,CISD2
MTF28877,CISD2
MTF28878,CISD2
MTF28879,CISD2
MTF28880,CISD2
MTF28881,CISD2
MTF28883,CISD2
MTF28884,CISD2
MTF28885,CISD2
MTF28886,CISD2
MTF28887,CISD2
MTF28888,CISD2
MTF28889,CISD2
MTF28890,CISD2
MTF12260,LARP7
MTF12261,LARP7
MTF12262,LARP7
MTF12264,LARP7
MTF12265,LARP7
MTF12266,LARP7
MTF12267,LARP7
MTF12268,LARP7
MTF12269,LARP7
MTF12270,LARP7
MTF12271,LARP7
MTF12272,LARP7
MTF12273,LARP7
MTF12274,LARP7
MTF12275,LARP7
MTF12276,LARP7
MTF12277,LARP7
MTF12278,LARP7
MTF12279,LARP7
MTF12280,LARP7
MTF12281,LARP7
MTF12283,LARP7
MTF12284,LARP7
MTF12285,LARP7
MTF12286,LARP7
MTF12287,LARP7
MTF12288,LARP7
MTF12289,LARP7
MTF12290,LARP7
MTF12292,LARP7
MTF12293,LARP7
MTF12294,LARP7
MTF12295,LARP7
MTF12297,LARP7
MTF12298,LARP7
MTF12299,LARP7
MTF12300,LARP7
MTF12301,LARP7
MTF12302,LARP7
MTF12303,LARP7
MTF12304,LARP7
MTF12305,LARP7
MTF12306,LARP7
MTF12308,LARP7
MTF12309,LARP7
MTF12310,LARP7
MTF12311,LARP7
MTF12312,LARP7
MTF12313,LARP7
MTF12314,LARP7
MTF12316,WTAP
MTF12317,WTAP
MTF12318,WTAP
MTF12319,WTAP
MTF12320,WTAP
MTF12322,WTAP
MTF12323,WTAP
MTF12324,WTAP
MTF12325,WTAP
MTF12326,WTAP
MTF12327,WTAP
MTF12328,WTAP
MTF12329,WTAP
MTF12330,WTAP
MTF12331,WTAP
MTF12332,WTAP
MTF12333,WTAP
MTF12334,WTAP
MTF12335,WTAP
MTF12336,WTAP
MTF12337,WTAP
MTF12338,WTAP
MTF12339,WTAP
MTF12340,WTAP
MTF12341,WTAP
MTF12342,WTAP
MTF12343,DCP1B
MTF12344,DCP1B
MTF12345,DCP1B
MTF12346,DCP1B
MTF12347,DCP1B
MTF12348,DCP1B
MTF12349,DCP1B
MTF12351,DCP1B
MTF12353,DCP1B
MTF12354,DCP1B
MTF12355,DCP1B
MTF12356,DCP1B
MTF12357,DCP1B
MTF12358,DCP1B
MTF12359,DCP1B
MTF12360,DCP1B
MTF12362,DCP1B
MTF12363,DCP1B
MTF12364,DCP1B
MTF12365,DCP1B
MTF12366,SSB
MTF12367,SSB
MTF12368,SSB
MTF12370,SSB
MTF12371,SSB
MTF12372,SSB
MTF12373,SSB
MTF12374,SSB
MTF12375,SSB
MTF12376,SSB
MTF12377,SSB
MTF12378,SSB
MTF12379,SSB
MTF12380,SSB
MTF12381,SSB
MTF12382,SSB
MTF12383,SSB
MTF12384,SSB
MTF12385,SSB
MTF12386,SSB
MTF12387,SSB
MTF12388,SSB
MTF12389,SSB
MTF12390,SSB
MTF12391,SSB
MTF12394,SSB
MTF12395,SSB
MTF12396,SSB
MTF12398,SSB
MTF12399,SSB
MTF12400,SSB
MTF12402,SSB
MTF12403,SSB
MTF12404,SSB
MTF12405,SSB
MTF12406,SSB
MTF12407,SSB
MTF12408,SSB
MTF12409,SSB
MTF12410,SSB
MTF12411,SSB
MTF12412,SSB
MTF12413,SSB
MTF12414,SSB
MTF12415,SSB
MTF12416,SSB
MTF12418,SSB
MTF12420,SSB
MTF12422,SSB
MTF12423,SSB
MTF12425,SSB
MTF12427,SSB
MTF12428,SSB
MTF12429,SSB
MTF12430,SSB
MTF12431,SSB
MTF12432,SSB
MTF12433,SSB
MTF12434,SSB
MTF12435,SSB
MTF12436,SSB
MTF12437,SSB
MTF12438,SSB
MTF12439,SSB
MTF12440,SSB
MTF12441,SSB
MTF12442,SSB
MTF12443,SSB
MTF12444,SSB
MTF12445,SSB
MTF12446,SSB
MTF12447,SSB
MTF12451,MOV10
MTF12452,MOV10
MTF12455,MOV10
MTF12456,MOV10
MTF12459,MOV10
MTF12460,MOV10
MTF12461,MOV10
MTF12462,MOV10
MTF12463,MOV10
MTF12464,MOV10
MTF12465,MOV10
MTF12466,MOV10
MTF12467,MOV10
MTF12468,MOV10
MTF12470,MOV10
MTF12471,MOV10
MTF12472,MOV10
MTF12473,MOV10
MTF12474,MOV10
MTF12475,MOV10
MTF12477,TRA2B
MTF12478,TRA2B
MTF12479,TRA2B
MTF12480,TRA2B
MTF12481,TRA2B
MTF12482,TRA2B
MTF12483,TRA2B
MTF12485,ZC3H7B
MTF12486,ZC3H7B
MTF12488,ZC3H7B
MTF12489,ZC3H7B
MTF12490,ZC3H7B
MTF12491,ZC3H7B
MTF12493,ZC3H7B
MTF12499,OBI1
MTF12500,OBI1
MTF12501,OBI1
MTF12502,OBI1
MTF12503,OBI1
MTF12504,OBI1
MTF12505,OBI1
MTF12506,OBI1
MTF12507,OBI1
MTF12508,OBI1
MTF12509,OBI1
MTF12510,OBI1
MTF12511,OBI1
MTF12512,OBI1
MTF12513,OBI1
MTF12514,OBI1
MTF12515,OBI1
MTF12516,OBI1
MTF12517,OBI1
MTF12519,OBI1
MTF12521,OBI1
MTF12522,OBI1
MTF12524,OBI1
MTF12525,OBI1
MTF12526,OBI1
MTF12528,OBI1
MTF12530,OBI1
MTF12531,OBI1
MTF12532,OBI1
MTF12538,HNRNPM
MTF12541,HNRNPM
MTF12542,HNRNPM
MTF12543,HNRNPM
MTF12544,HNRNPM
MTF12545,HNRNPM
MTF12546,HNRNPM
MTF12547,HNRNPM
MTF12548,HNRNPM
MTF12549,HNRNPM
MTF12550,HNRNPM
MTF12551,HNRNPM
MTF12552,HNRNPM
MTF12553,HNRNPM
MTF12554,HNRNPM
MTF12555,HNRNPM
MTF12556,HNRNPM
MTF12557,HNRNPM
MTF12558,HNRNPM
MTF12559,HNRNPM
MTF12560,HNRNPM
MTF12561,HNRNPM
MTF12563,HNRNPM
MTF12568,HNRNPM
MTF12569,HNRNPM
MTF12570,HNRNPM
MTF12571,HNRNPM
MTF12572,HNRNPM
MTF12573,HNRNPM
MTF12575,HNRNPM
MTF12576,HNRNPM
MTF12577,HNRNPM
MTF12578,HNRNPM
MTF12579,HNRNPM
MTF12581,HNRNPM
MTF12582,HNRNPM
MTF12585,HNRNPM
MTF12586,HNRNPM
MTF12587,HNRNPM
MTF12589,HNRNPM
MTF12590,HNRNPM
MTF12592,HNRNPM
MTF12593,HNRNPM
MTF12594,HNRNPM
MTF12595,HNRNPM
MTF12596,HNRNPM
MTF12597,HNRNPM
MTF12598,HNRNPM
MTF12599,HNRNPM
MTF12600,HNRNPM
MTF12601,HNRNPM
MTF12602,HNRNPM
MTF12604,HNRNPM
MTF12605,HNRNPM
MTF12606,HNRNPM
MTF12608,HNRNPM
MTF12609,HNRNPM
MTF12610,HNRNPM
MTF12611,HNRNPM
MTF12612,HNRNPM
MTF12613,HNRNPM
MTF12614,HNRNPM
