Motif,RBP
MTF12615,HNRNPM
MTF12616,HNRNPM
MTF12617,HNRNPM
MTF12618,HNRNPM
MTF12619,HNRNPM
MTF12620,HNRNPM
MTF12623,HNRNPM
MTF12624,HNRNPM
MTF12625,HNRNPM
MTF12626,HNRNPM
MTF12627,HNRNPM
MTF12628,HNRNPM
MTF12631,HNRNPM
MTF12633,HNRNPM
MTF12634,HNRNPM
MTF12635,DDX3X
MTF12636,DDX3X
MTF12638,DDX3X
MTF12640,DDX3X
MTF12642,DDX3X
MTF12644,DDX3X
MTF12645,DDX3X
MTF12646,DDX3X
MTF12647,DDX3X
MTF12648,DDX3X
MTF12649,DDX3X
MTF12650,DDX3X
MTF12651,DDX3X
MTF12652,DDX3X
MTF12653,DDX3X
MTF12654,DDX3X
MTF12655,DDX3X
MTF12657,DDX3X
MTF12658,DDX3X
MTF12659,DDX3X
MTF12661,DDX3X
MTF12662,DDX3X
MTF12663,DDX3X
MTF12664,DDX3X
MTF12666,DDX3X
MTF12667,DDX3X
MTF12668,DDX3X
MTF12669,DDX3X
MTF12671,DDX3X
MTF12672,DDX3X
MTF12673,DDX3X
MTF12675,DDX3X
MTF12679,DDX3X
MTF12680,DDX3X
MTF12681,DDX3X
MTF12684,DDX3X
MTF12686,DDX3X
MTF12688,DDX3X
MTF12689,DDX3X
MTF12691,DDX3X
MTF12692,DDX3X
MTF12694,DDX3X
MTF12695,DDX3X
MTF12696,DDX3X
MTF12697,DDX3X
MTF12698,DDX3X
MTF12699,DDX3X
MTF12700,DDX3X
MTF12702,DDX3X
MTF12703,DDX3X
MTF12707,DDX3X
MTF12710,DDX3X
MTF12711,DDX3X
MTF12712,DDX3X
MTF12714,DDX3X
MTF12715,DDX3X
MTF12717,DDX3X
MTF12718,DDX3X
MTF12719,DDX3X
MTF12721,DDX3X
MTF12722,DDX3X
MTF12723,DDX3X
MTF12724,DDX3X
MTF12725,DDX3X
MTF12726,DDX3X
MTF12729,DDX3X
MTF12730,DDX3X
MTF12731,DDX3X
MTF12732,DDX3X
MTF12735,DDX3X
MTF12738,DDX3X
MTF12739,DDX3X
MTF12742,DDX3X
MTF12743,DDX3X
MTF12744,DDX3X
MTF12745,DDX3X
MTF12747,DDX3X
MTF12749,DDX3X
MTF12750,DDX3X
MTF12751,DDX3X
MTF12752,DDX3X
MTF12754,EIF3G1
MTF12755,EIF3G1
MTF12756,EIF3G1
MTF12758,EIF3G1
MTF12760,EIF3G1
MTF12761,EIF3G1
MTF12762,EIF3G1
MTF12763,EIF3G1
MTF12764,EIF3G1
MTF12765,EIF3G1
MTF12766,EIF3G1
MTF12767,EIF3G1
MTF12768,EIF3G1
MTF12769,EIF3G1
MTF12771,EIF3G1
MTF12772,EIF3G1
MTF12773,EIF3G1
MTF12774,EIF3G1
MTF12775,EIF3G1
MTF12776,EIF3G1
MTF12777,EIF3G1
MTF12778,EIF3G1
MTF12779,EIF3G1
MTF12780,EIF3G1
MTF12781,EIF3G1
MTF12782,EIF3G1
MTF12784,EIF3G1
MTF12785,EIF3G1
MTF12786,EIF3G1
MTF12787,EIF3G1
MTF12790,PARP1
MTF12791,PARP1
MTF12792,PARP1
MTF12793,PARP1
MTF12794,PARP1
MTF12795,PARP1
MTF12796,PARP1
MTF12797,PARP1
MTF12798,PARP1
MTF12799,PARP1
MTF12800,PARP1
MTF12801,PARP1
MTF12802,PARP1
MTF12803,PARP1
MTF12804,PARP1
MTF12806,PARP1
MTF12807,PARP1
MTF12808,PARP1
MTF12809,PARP1
MTF12810,PARP1
MTF12811,PARP1
MTF12812,PARP1
MTF12813,PARP1
MTF12814,PARP1
MTF12815,FAM120A
MTF12817,FAM120A
MTF12818,FAM120A
MTF12819,FAM120A
MTF12820,FAM120A
MTF12821,FAM120A
MTF12822,FAM120A
MTF12823,FAM120A
MTF12824,FAM120A
MTF12825,FAM120A
MTF12826,FAM120A
MTF12827,FAM120A
MTF12828,FAM120A
MTF12835,FAM120A
MTF12836,FAM120A
MTF12837,FAM120A
MTF12838,FAM120A
MTF12839,FAM120A
MTF12840,FAM120A
MTF12841,FAM120A
MTF12842,FAM120A
MTF12844,FAM120A
MTF12845,FAM120A
MTF12846,FAM120A
MTF12847,FAM120A
MTF12848,FAM120A
MTF12849,FAM120A
MTF12851,SF3B1
MTF12852,SF3B1
MTF12854,SF3B1
MTF12858,SF3B1
MTF12859,SF3B1
MTF12860,CPEB4
MTF12862,CPEB4
MTF12863,CPEB4
MTF12864,CPEB4
MTF12865,CPEB4
MTF12866,CPEB4
MTF12867,CPEB4
MTF12868,CPEB4
MTF12869,CPEB4
MTF12870,CPEB4
MTF12871,LARP1
MTF12872,LARP1
MTF12873,LARP1
MTF12874,LARP1
MTF12875,LARP1
MTF12876,LARP1
MTF12878,LARP1
MTF12879,LARP1
MTF12880,LARP1
MTF12882,LARP1
MTF12884,LARP1
MTF12885,LARP1
MTF12887,LARP1
MTF12889,LARP1
MTF12892,LARP1
MTF12893,LARP1
MTF12894,LARP1
MTF12895,LARP1
MTF12896,LARP1
MTF12897,LARP1
MTF12898,LARP1
MTF12899,LARP1
MTF12901,LARP1
MTF12902,LARP1
MTF12903,LARP1
MTF12904,LARP1
MTF12905,LARP1
MTF12906,LARP1
MTF12907,LARP1
MTF12908,LARP1
MTF12909,LARP1
MTF12910,LARP1
MTF12911,LARP1
MTF12913,LARP1
MTF12914,LARP1
MTF12915,LARP1
MTF12916,GRWD1
MTF12919,GRWD1
MTF12922,GRWD1
MTF12923,GRWD1
MTF12924,GRWD1
MTF12925,GRWD1
MTF12926,GRWD1
MTF12927,GRWD1
MTF12928,GRWD1
MTF12929,GRWD1
MTF12930,GRWD1
MTF12931,GRWD1
MTF12932,GRWD1
MTF12933,GRWD1
MTF12935,GRWD1
MTF12937,RNPS1
MTF12943,RNPS1
MTF12944,RNPS1
MTF12946,RNPS1
MTF12947,RNPS1
MTF12948,RNPS1
MTF12949,RNPS1
MTF12951,RNPS1
MTF12952,RNPS1
MTF12953,RNPS1
MTF12954,RNPS1
MTF12955,RNPS1
MTF12956,RNPS1
MTF12957,RNPS1
MTF12958,RNPS1
MTF12960,RNPS1
MTF12962,RNPS1
MTF12963,RNPS1
MTF12965,RNPS1
MTF12966,SRSF5
MTF12967,SRSF5
MTF12968,SRSF5
MTF12969,SRSF5
MTF12970,SRSF5
MTF12971,SRSF5
MTF12972,SRSF5
MTF12973,SRSF5
MTF12974,SRSF5
MTF12975,SRSF5
MTF12976,SRSF5
MTF12977,SRSF5
MTF12978,SRSF5
MTF12979,SRSF5
MTF12980,SRSF5
MTF12981,SRSF5
MTF12982,SRSF5
MTF12983,SRSF5
MTF12984,SRSF5
MTF12985,SRSF5
MTF12986,SRSF5
MTF12987,SRSF5
MTF12988,SRSF5
MTF12989,SRSF5
MTF12990,SRSF5
MTF12991,SRSF5
MTF12992,SRSF5
MTF12993,SRSF5
MTF12994,SRSF5
MTF12995,SRSF5
MTF12996,WDR3
MTF12997,WDR3
MTF12998,WDR3
MTF12999,WDR3
MTF13000,WDR3
MTF13001,WDR3
MTF13002,WDR3
MTF13003,WDR3
MTF13004,CDK11B
MTF13005,CDK11B
MTF13006,CDK11B
MTF13007,CDK11B
MTF13008,CDK11B
MTF13009,CDK11B
MTF13010,CDK11B
MTF13011,CDK11B
MTF13012,CDK11B
MTF13013,CDK11B
MTF13014,CDK11B
MTF13015,CDK11B
MTF13017,CDK11B
MTF13018,CDK11B
MTF13019,CDK11B
MTF13021,CDK11B
MTF13022,CDK11B
MTF13023,CDK11B
MTF13024,CDK11B
MTF13025,CDK11B
MTF13026,CDK11B
MTF13027,CDK11B
MTF13028,CDK11B
MTF13029,CDK11B
MTF13030,CDK11B
MTF13031,CDK11B
MTF13032,CDK11B
MTF13033,CDK11B
MTF13034,CDK11B
MTF13035,CDK11B
MTF13043,UTP3
MTF13044,UTP3
MTF13047,UTP3
MTF13048,UTP3
MTF13051,UTP3
MTF13052,UTP3
MTF13058,UTP3
MTF13062,CPSF7
MTF13068,CPSF7
MTF13069,CPSF7
MTF13071,CPSF7
MTF13072,CPSF7
MTF13073,CPSF7
MTF13074,CPSF7
MTF13075,CPSF7
MTF13077,CPSF7
MTF13078,CPSF7
MTF13079,CPSF7
MTF13080,CPSF7
MTF13081,CPSF7
MTF13082,CPSF7
MTF13083,CPSF7
MTF13086,CPSF7
MTF13087,CPSF7
MTF13089,CPSF7
MTF13091,CPSF7
MTF13092,CPSF7
MTF13093,CPSF7
MTF13094,CPSF7
MTF13095,CPSF7
MTF13096,CPSF7
MTF13097,CPSF7
MTF13098,CPSF7
MTF13099,CPSF7
MTF13100,CPSF7
MTF13101,CPSF7
MTF13102,CPSF7
MTF13103,CPSF7
MTF13105,CPSF7
MTF13106,CPSF7
MTF13107,CPSF7
MTF13108,CPSF7
MTF13109,ZC3H8
MTF13110,ZC3H8
MTF13111,ZC3H8
MTF13112,ZC3H8
MTF13113,ZC3H8
MTF13114,ZC3H8
MTF13115,ZC3H8
MTF13118,ZC3H8
MTF13120,ZC3H8
MTF13121,RBM17
MTF13122,RBM17
MTF13123,RBM17
MTF13124,RBM17
MTF13125,RBM17
MTF13126,RBM17
MTF13127,RBM17
MTF13128,RBM17
MTF13129,RBM17
MTF13130,RBM17
MTF13131,RBM17
MTF13132,RBM17
MTF13133,RBM17
MTF13134,RBM17
MTF13135,RBM17
MTF13136,RBM17
MTF13137,RBM17
MTF13140,RBM17
MTF13142,RBM17
MTF13143,RBM17
MTF13144,RBM17
MTF13145,RBM17
MTF13146,RBM17
MTF13147,RBM17
MTF13149,RBM17
MTF13150,RBM17
MTF13151,RBM17
MTF13152,RBM17
MTF13153,RBM17
MTF13155,RBFOX1
MTF13157,RBFOX1
MTF13158,RBFOX1
MTF13159,RBFOX1
MTF13161,RBFOX1
MTF13162,RBFOX1
MTF13163,RBFOX1
MTF13164,RBFOX1
MTF13165,RBFOX1
MTF13166,RBFOX1
MTF13167,RBFOX1
MTF13168,RBFOX1
MTF13169,RBFOX1
MTF13170,RBFOX1
MTF13171,RBFOX1
MTF13172,RBFOX1
MTF13173,PRKRA
MTF13174,PRKRA
MTF13175,PRKRA
MTF13176,PRKRA
MTF13178,PRKRA
MTF13180,PRKRA
MTF13181,PRKRA
MTF13182,HNRNPH1
MTF13186,HNRNPH1
MTF13188,HNRNPH1
MTF13189,HNRNPH1
MTF13190,HNRNPH1
MTF13192,HNRNPH1
MTF13193,HNRNPH1
MTF13194,HNRNPH1
MTF13196,HNRNPH1
MTF13197,HNRNPH1
MTF13198,HNRNPH1
MTF13200,HNRNPH1
MTF13201,HNRNPH1
MTF13203,HNRNPH1
MTF13204,HNRNPH1
MTF13205,HNRNPH1
MTF13206,HNRNPH1
MTF13207,HNRNPH1
MTF13208,HNRNPH1
MTF13210,HNRNPH1
MTF13211,HNRNPH1
MTF13212,HNRNPH1
MTF13213,HNRNPH1
MTF13214,HNRNPH1
MTF13215,BCLAF1
MTF13217,BCLAF1
MTF13219,BCLAF1
MTF13220,BCLAF1
MTF13222,BCLAF1
MTF13223,BCLAF1
MTF13224,BCLAF1
MTF13225,BCLAF1
MTF13226,BCLAF1
MTF13227,BCLAF1
MTF13228,BCLAF1
MTF13229,BCLAF1
MTF13230,BCLAF1
MTF13231,BCLAF1
MTF13232,BCLAF1
MTF13234,BCLAF1
MTF13235,BCLAF1
MTF13236,BCLAF1
MTF13237,BCLAF1
MTF13238,EIF3D
MTF13239,EIF3D
MTF13240,EIF3D
MTF13241,EIF3D
MTF13242,EIF3D
MTF13243,EIF3D
MTF13244,EIF3D
MTF13245,EIF3D
MTF13246,EIF3D
MTF13247,EIF3D
MTF13248,EIF3D
MTF13249,EIF3D
MTF13250,EIF3D
MTF13251,EIF3D
MTF13252,EIF3D
MTF13253,EIF3D
MTF13254,EIF3D
MTF13255,EIF3D
MTF13256,EIF3D
MTF13257,EIF3D
MTF13258,EIF3D
MTF13259,EIF3D
MTF13260,EIF3D
MTF13261,EIF3D
MTF13262,EIF3D
MTF13263,EIF3D
MTF13264,EIF3D
MTF13265,EIF3D
MTF13266,EIF3D
MTF13267,EIF3D
MTF13268,EIF3D
MTF13269,EIF3D
MTF13270,EIF3D
MTF13271,EIF3D
MTF13272,EIF3D
MTF13273,EIF3D
MTF13274,EIF3D
MTF13275,EIF3D
MTF13277,EIF3D
MTF13278,EIF3D
MTF13279,EIF3D
MTF13280,EIF3D
MTF13281,EIF3D
MTF13282,EIF3D
MTF13283,EIF3D
MTF13284,EIF3D
MTF13286,TAF15
MTF13287,TAF15
MTF13288,TAF15
MTF13289,TAF15
MTF13290,TAF15
MTF13291,TAF15
MTF13292,TAF15
MTF13293,TAF15
MTF13294,TAF15
MTF13295,TAF15
MTF13296,TAF15
MTF13298,TAF15
MTF13299,TAF15
MTF13300,TAF15
MTF13302,TAF15
MTF13303,TAF15
MTF13305,TAF15
MTF13306,TAF15
MTF13308,TAF15
MTF13309,TAF15
MTF13310,TAF15
MTF13311,TAF15
MTF13312,TAF15
MTF13313,TAF15
MTF13316,TAF15
MTF13317,TAF15
MTF13318,TAF15
MTF13319,TAF15
MTF13320,TAF15
MTF13321,TAF15
MTF13324,TAF15
MTF13325,TAF15
MTF13326,TAF15
MTF13328,TAF15
MTF13329,TAF15
MTF13330,TAF15
MTF13331,TAF15
MTF13332,TAF15
MTF13333,TAF15
MTF13335,TAF15
MTF13338,TAF15
MTF13339,TAF15
MTF13340,TAF15
MTF13341,TAF15
MTF13342,TAF15
MTF13344,TAF15
MTF13345,TAF15
MTF13346,TAF15
MTF13348,TAF15
MTF13349,TAF15
MTF13352,TAF15
MTF13355,TAF15
MTF13356,TAF15
MTF13359,TAF15
MTF13360,TAF15
MTF13364,RBM47
MTF13365,RBM47
MTF13366,RBM47
MTF13368,RBM47
MTF13369,RBM47
MTF13370,RBM47
MTF13371,RBM47
MTF13372,RBM47
MTF13373,RBM47
MTF13374,RBM47
MTF13376,RBM47
MTF13377,RBM47
MTF13378,RBM47
MTF13379,RBM47
MTF13380,RBM47
MTF13381,RBM47
MTF13382,RBM47
MTF13383,RBM47
MTF13384,RBM47
MTF13386,RBM47
MTF13388,EIF3H
MTF13389,EIF3H
MTF13390,EIF3H
MTF13391,EIF3H
MTF13392,EIF3H
MTF13393,EIF3H
MTF13394,EIF3H
MTF13396,EIF3H
MTF13397,EIF3H
MTF13400,CPSF3
MTF13401,CPSF3
MTF13402,CPSF3
MTF13403,CPSF3
MTF13404,CPSF3
MTF13405,CPSF3
MTF13406,CPSF3
MTF13407,CPSF3
MTF13408,CPSF3
MTF13410,STAU2
MTF13411,STAU2
MTF13412,STAU2
MTF13413,STAU2
MTF13414,STAU2
MTF13415,STAU2
MTF13417,STAU2
MTF13418,STAU2
MTF13419,STAU2
MTF13420,STAU2
MTF13421,STAU2
MTF13422,STAU2
MTF13423,STAU2
MTF13424,STAU2
MTF13425,STAU2
MTF13426,STAU2
MTF13428,STAU2
MTF13429,STAU2
MTF13430,STAU2
MTF13431,STAU2
MTF13432,STAU2
MTF13433,STAU2
MTF13434,STAU2
MTF13435,STAU2
MTF13436,STAU2
MTF13437,STAU2
MTF13438,STAU2
MTF13439,STAU2
MTF13440,STAU2
MTF13441,STAU2
MTF13442,STAU2
MTF13443,STAU2
MTF13444,WRN
MTF13445,WRN
MTF13446,WRN
MTF13447,WRN
MTF13449,WRN
MTF13450,WRN
MTF13452,SMN1
MTF13454,SMN1
MTF13456,SMN1
MTF13458,SMN1
MTF13460,SMN1
MTF13461,SMN1
MTF13462,SF3B4
MTF13464,SF3B4
MTF13465,SF3B4
MTF13470,SF3B4
MTF13474,SF3B4
MTF13475,SF3B4
MTF13476,SF3B4
MTF13477,SF3B4
MTF13478,SF3B4
MTF13479,SF3B4
MTF13480,SF3B4
MTF13481,SF3B4
MTF13482,SF3B4
MTF13483,TNRC6B
MTF13484,TNRC6B
MTF13485,TNRC6B
MTF13486,TNRC6B
MTF13487,TNRC6B
MTF13488,TNRC6B
MTF13489,TNRC6B
MTF13490,TNRC6B
MTF13491,TNRC6B
MTF13492,TNRC6B
MTF13493,TNRC6B
MTF13494,TNRC6B
MTF13495,TNRC6B
MTF13496,TNRC6B
MTF13502,MBNL1
MTF13504,MBNL1
MTF13508,MBNL1
MTF13510,MBNL1
MTF13511,MBNL1
MTF13512,MBNL1
MTF13513,MBNL1
MTF13514,MBNL1
MTF13517,MBNL1
MTF13518,MBNL1
MTF13519,MBNL1
MTF13522,MBNL1
MTF13523,MBNL1
MTF13524,MBNL1
MTF13525,TFIP11
MTF13526,TFIP11
MTF13527,TFIP11
MTF13528,TFIP11
MTF13529,TFIP11
MTF13530,TFIP11
MTF13531,TFIP11
MTF13532,TFIP11
MTF13533,TFIP11
MTF13534,TFIP11
MTF13535,TFIP11
MTF13536,TFIP11
MTF13537,TFIP11
MTF13539,TFIP11
MTF13541,TFIP11
MTF13542,TFIP11
MTF13543,TFIP11
MTF13544,TFIP11
MTF13545,TFIP11
MTF13547,TFIP11
MTF13548,TFIP11
MTF13549,TFIP11
MTF13552,TFIP11
MTF13553,YTHDF2
MTF13559,YTHDF2
MTF13561,YTHDF2
MTF13562,YTHDF2
MTF13563,YTHDF2
MTF13568,YTHDF2
MTF13569,YTHDF2
MTF13572,YTHDF2
MTF13573,YTHDF2
MTF13575,YTHDF2
MTF13577,YTHDF2
MTF13578,YTHDF2
MTF13581,YTHDF2
MTF13583,YTHDF2
MTF13587,YTHDF2
MTF13589,YTHDF2
MTF13593,YTHDF2
MTF13594,YTHDF2
MTF13596,YTHDF2
MTF13602,YTHDF2
MTF13603,YTHDF2
MTF13604,YTHDF2
MTF13606,YTHDF2
MTF13608,YTHDF2
MTF13611,YTHDF2
MTF13612,YTHDF2
MTF13613,YTHDF2
MTF13614,YTHDF2
MTF13616,YTHDF2
MTF13624,YTHDF2
MTF13625,YTHDF2
MTF13631,YTHDF2
MTF13635,YTHDF2
MTF13637,YTHDF2
MTF13639,YTHDF2
MTF13647,YTHDF2
MTF13654,YTHDF2
MTF13656,YTHDF2
MTF13658,YTHDF2
MTF13659,YTHDF2
MTF13660,YTHDF2
MTF13661,YTHDF2
MTF13662,YTHDF2
MTF13663,YTHDF2
MTF13664,YTHDF2
MTF13665,YTHDF2
MTF13668,YTHDF2
MTF13671,YTHDF2
MTF13675,YTHDF2
MTF13680,YTHDF2
MTF13683,YTHDF2
MTF13684,YTHDF2
MTF13686,YTHDF2
MTF13687,YTHDF2
MTF13688,YTHDF2
MTF13690,YTHDF2
MTF13692,YTHDF2
MTF13693,YTHDF2
MTF13694,YTHDF2
MTF13695,YTHDF2
MTF13696,YTHDF2
MTF13697,YTHDF2
MTF13698,YTHDF2
MTF13699,YTHDF2
MTF13700,YTHDF2
MTF13705,YTHDF2
MTF13711,YTHDF2
MTF13712,YTHDF2
MTF13713,YTHDF2
MTF13715,YTHDF2
MTF13716,YTHDF2
MTF13717,YTHDF2
MTF13718,YTHDF2
MTF13723,YTHDF2
MTF13728,YTHDF2
MTF13729,YTHDF2
MTF13731,YTHDF2
MTF13732,YTHDF2
MTF13733,YTHDF2
MTF13734,YTHDF2
MTF13735,YTHDF2
MTF13738,YTHDF2
MTF13745,YTHDF2
MTF13746,YTHDF2
MTF13748,YTHDF2
MTF13749,YTHDF2
MTF13750,YTHDF2
MTF13751,YTHDF2
MTF13752,YTHDF2
MTF13753,YTHDF2
MTF13754,YTHDF2
MTF13755,YTHDF2
MTF13757,YTHDF2
MTF13759,YTHDF2
MTF13761,YTHDF2
MTF13763,YTHDF2
MTF13765,YTHDF2
MTF13766,YTHDF2
MTF13767,YTHDF2
MTF13768,YTHDF2
MTF13771,AKAP1
MTF13772,AKAP1
MTF13773,AKAP1
MTF13775,AKAP1
MTF13776,AKAP1
MTF13781,AKAP1
MTF13782,AKAP1
MTF13783,AKAP1
MTF13784,AKAP1
MTF13785,AKAP1
MTF13788,MBNL2
MTF13789,MBNL2
MTF13790,MBNL2
MTF13792,MBNL2
MTF13793,MBNL2
MTF13794,MBNL2
MTF13795,MBNL2
MTF13796,MBNL2
MTF13797,MBNL2
MTF13801,MBNL2
MTF13803,MBNL2
MTF13804,MBNL2
MTF13805,MBNL2
MTF13806,MBNL2
MTF13807,MBNL2
MTF13809,MBNL2
MTF13812,MBNL2
MTF13813,MBNL2
MTF13814,MBNL2
MTF13815,MBNL2
MTF13816,MBNL2
MTF13817,MBNL2
MTF13818,MBNL2
MTF13819,MBNL2
MTF13821,MBNL2
MTF13823,MBNL2
MTF13824,MBNL2
MTF13825,MBNL2
MTF13826,MBNL2
MTF13828,MBNL2
MTF13829,MBNL2
MTF13830,MBNL2
MTF13833,NPM1
MTF13834,NPM1
MTF13835,NPM1
MTF13836,NPM1
MTF13837,NPM1
MTF13838,NPM1
MTF13839,NPM1
MTF13840,NPM1
MTF13841,NPM1
MTF13842,NPM1
MTF13843,NPM1
MTF13844,NPM1
MTF13845,NPM1
MTF13846,NPM1
MTF13847,NPM1
MTF13849,NPM1
MTF13850,NPM1
MTF13852,NPM1
MTF13853,NPM1
MTF13856,GTF2F1
MTF13859,GTF2F1
MTF13861,GTF2F1
MTF13862,GTF2F1
MTF13863,GTF2F1
MTF13864,GTF2F1
MTF13865,GTF2F1
MTF13867,GTF2F1
MTF13868,GTF2F1
MTF13869,GTF2F1
MTF13870,GTF2F1
MTF13871,GTF2F1
MTF13872,GTF2F1
MTF13873,GTF2F1
MTF13876,GTF2F1
MTF13877,GTF2F1
MTF13878,GTF2F1
MTF13879,GTF2F1
MTF13881,GTF2F1
MTF13882,GTF2F1
MTF13883,GTF2F1
MTF13884,GTF2F1
MTF13885,GTF2F1
MTF13886,NUDT16L1
MTF13887,NUDT16L1
MTF13888,NUDT16L1
MTF13889,NUDT16L1
MTF13890,NUDT16L1
MTF13891,NUDT16L1
MTF13892,NUDT16L1
MTF13894,NUDT16L1
MTF13895,NUDT16L1
MTF13896,NUDT16L1
MTF13897,NUDT16L1
MTF13898,NUDT16L1
MTF13899,NUDT16L1
MTF13900,NUDT16L1
MTF13901,NUDT16L1
MTF13902,NUDT16L1
MTF13903,NUDT16L1
MTF13904,NUDT16L1
MTF13905,NUDT16L1
MTF13906,NUDT16L1
MTF13907,NUDT16L1
MTF13908,NUDT16L1
MTF13909,NUDT16L1
MTF13911,NUDT16L1
MTF13912,NUDT16L1
MTF13913,NUDT16L1
MTF13914,NUDT16L1
MTF13915,NUDT16L1
MTF13916,NUDT16L1
MTF13917,NUDT16L1
MTF13919,EWSR1
MTF13920,EWSR1
MTF13922,EWSR1
MTF13923,EWSR1
MTF13924,EWSR1
MTF13926,EWSR1
MTF13928,EWSR1
MTF13930,EWSR1
MTF13931,EWSR1
MTF13932,EWSR1
MTF13933,EWSR1
MTF13935,EWSR1
MTF13936,EWSR1
MTF13937,EWSR1
MTF13938,EWSR1
MTF13939,EWSR1
MTF13940,EWSR1
MTF13941,EWSR1
MTF13942,EWSR1
MTF13943,EWSR1
MTF13944,EWSR1
MTF13946,EWSR1
MTF13952,EWSR1
MTF13953,EWSR1
MTF13954,EWSR1
MTF13955,EWSR1
MTF13956,EWSR1
MTF13957,EWSR1
MTF13958,EWSR1
MTF13959,EWSR1
MTF13960,EWSR1
MTF13961,EWSR1
MTF13962,EWSR1
MTF13963,EWSR1
MTF13964,EWSR1
MTF13965,EWSR1
MTF13967,EWSR1
MTF13968,EWSR1
MTF13969,EWSR1
MTF13970,EWSR1
MTF13971,EWSR1
MTF13972,EWSR1
MTF13974,SFPQ
MTF13975,SFPQ
MTF13977,SFPQ
MTF13978,SFPQ
MTF13979,SFPQ
MTF13980,SFPQ
MTF13981,SFPQ
MTF13982,SFPQ
MTF13983,SFPQ
MTF13984,SFPQ
MTF13985,SFPQ
MTF13986,SFPQ
MTF13988,SFPQ
MTF13989,SFPQ
MTF13990,SFPQ
MTF13991,SFPQ
MTF13993,SFPQ
MTF13995,SFPQ
MTF13996,SFPQ
MTF13997,SFPQ
MTF13998,SFPQ
MTF13999,TIA1
MTF14000,TIA1
MTF14001,TIA1
MTF14002,TIA1
MTF14010,TIA1
MTF14013,TIA1
MTF14014,TIA1
MTF14016,TIA1
MTF14017,TIA1
MTF14018,TIA1
MTF14020,TIA1
MTF14023,TIA1
MTF14026,TIA1
MTF14027,TIA1
MTF14028,TIA1
MTF14029,TIA1
MTF14030,TIA1
MTF14031,TIA1
MTF14032,TIA1
MTF14033,TIA1
MTF14034,TIA1
MTF14035,TIA1
MTF14036,TIA1
MTF14041,TIA1
MTF14042,TIA1
MTF14044,TIA1
MTF14045,TIA1
MTF14046,TIA1
MTF14047,TIA1
MTF14048,TIA1
MTF14049,TIA1
MTF14050,TIA1
MTF14051,TIA1
MTF14052,TIA1
MTF14053,TIA1
MTF14054,TIA1
MTF14055,TIA1
MTF14056,TIA1
MTF14057,TIA1
MTF14058,TIA1
MTF14059,TIA1
MTF14060,TIA1
MTF14062,RBFOX2
MTF14063,RBFOX2
MTF14064,RBFOX2
MTF14065,RBFOX2
MTF14073,RBFOX2
MTF14075,RBFOX2
MTF14078,RBFOX2
MTF14079,RBFOX2
MTF14080,RBFOX2
MTF14081,RBFOX2
MTF14082,RBFOX2
MTF14086,RBFOX2
MTF14087,RBFOX2
MTF14089,RBFOX2
MTF14092,RBFOX2
MTF14093,RBFOX2
MTF14095,RBFOX2
MTF14096,RBFOX2
MTF14097,RBFOX2
MTF14098,RBFOX2
MTF14101,RBFOX2
MTF14102,RBFOX2
MTF14103,RBFOX2
MTF14104,RBFOX2
MTF14105,RBFOX2
MTF14106,RBFOX2
MTF14107,RBFOX2
MTF14108,RBFOX2
MTF14109,RBFOX2
MTF14110,RBFOX2
MTF14111,RBFOX2
MTF14112,RBFOX2
MTF14113,RBFOX2
MTF14114,RBFOX2
MTF14116,RBFOX2
MTF14117,RBFOX2
MTF14118,RBFOX2
MTF14121,RBFOX2
MTF14123,RBFOX2
MTF14126,RBFOX2
MTF14128,RBFOX2
MTF14129,RBFOX2
MTF14133,RBFOX2
MTF14135,RBFOX2
MTF14136,RBFOX2
MTF14138,RBFOX2
MTF14139,RBFOX2
MTF14140,RBFOX2
MTF14141,RBFOX2
MTF14142,RBFOX2
MTF14143,RBFOX2
MTF14145,RBFOX2
MTF14146,RBFOX2
MTF14147,RBFOX2
MTF14150,RBFOX2
MTF14151,RBFOX2
MTF14156,RBFOX2
MTF14162,RBFOX2
MTF14164,RBFOX2
MTF14166,RBFOX2
MTF14167,RBFOX2
MTF14168,RBFOX2
MTF14169,RBFOX2
MTF14170,RBFOX2
MTF14171,RBFOX2
MTF14172,LUC7L2
MTF14173,LUC7L2
MTF14174,LUC7L2
MTF14176,LUC7L2
MTF14177,LUC7L2
MTF14178,LUC7L2
MTF14179,LUC7L2
MTF14180,LUC7L2
MTF14181,LUC7L2
MTF14182,LUC7L2
MTF14183,LUC7L2
MTF14184,LUC7L2
MTF14185,LUC7L2
MTF14186,LUC7L2
MTF14187,LUC7L2
MTF14188,LUC7L2
MTF14189,LUC7L2
MTF14190,LUC7L2
MTF14191,LUC7L2
MTF14192,LUC7L2
MTF14193,LUC7L2
MTF14194,LUC7L2
MTF14195,LUC7L2
MTF14196,LUC7L2
MTF14197,LUC7L2
MTF14198,LUC7L2
MTF14199,LUC7L2
MTF14200,LUC7L2
MTF14201,LUC7L2
MTF14202,LUC7L2
MTF14203,LUC7L2
MTF14204,LUC7L2
MTF14205,LUC7L2
MTF14206,LUC7L2
MTF14207,LUC7L2
MTF14208,LUC7L2
MTF14209,LUC7L2
MTF14210,LUC7L2
MTF14211,LUC7L2
MTF14212,LUC7L2
MTF14213,LUC7L2
MTF14214,LUC7L2
MTF14215,LUC7L2
MTF14216,LUC7L2
MTF14217,LUC7L2
MTF14219,LUC7L2
